,smiles,rt
5551,CCCN=C(O)C1CCN(c2ccc(SCC(O)=Nc3cc(F)cc(F)c3)nn2)CC1,665.2
5552,Cc1ccc(CN2N=C(C(=O)N3CCOCC3)S(=O)(=O)c3ccc(Cl)cc32)cc1,896.1
5553,COCCN=C(O)N1CCCN(C2=NS(=O)(=O)C(c3ccc(F)cc3)=C2C)CC1,669.4
5554,CCn1cc(C)c(C(=O)O)c1CC(=O)N1CCCCCC1,719.5
5555,CCCc1cc(NCc2ccccn2)n2ncc(-c3ccccc3)c2n1,894.0
5556,O=C(c1ccc2c(c1)OCO2)N(C[C@H]1CCCO1)C[C@H]1CN(C(O)=Nc2ccccc2)CCO1,737.5
5557,COc1cc(C(=O)N2CCCN(c3cc(=O)n(C)c(=O)n3C)CC2)cc(OC)c1OC,624.5
5558,Cc1sc2ncnc(N3CCC[C@H](C)C3)c2c1C(=O)Nc1ccc(Cl)cc1,1290.0
5559,COc1ccc(N2C[C@@H](c3nc(-c4ccc(C(F)(F)F)cc4)no3)CC2=O)c(OC)c1,1033.4
5560,Cc1ccc2c(Nc3ccc(F)cc3F)c(C(=O)N3CCCC3)cnc2n1,596.5
5561,CCc1cc(=O)n(CC(=O)Nc2ccc(N(C)C)cc2)c(N2CCOCC2)n1,586.9
5562,CCCN(Cc1ccc(OC)cc1)Cc1cc(=O)n2ccc(C)cc2n1,627.7
5563,COc1ccc(CC(=O)N2CCN(c3cc(C)n4c(C)nnc4n3)CC2)cc1Cl,614.2
5564,CCOc1ccccc1NS(=O)(=O)c1ccccc1-c1nc(-c2ccc(F)cc2)no1,1146.0
5565,CCN1C(=O)c2cccnc2Sc2cc(CNC(=O)c3ccc(N=C(C)O)cc3)ccc21,653.9
5566,CC[C@H](C)N(CCNC(=O)c1cc(C)nn1-c1ccccc1)C1CCCCC1,683.9
5567,COc1ccccc1Cc1nc(-c2ccccc2)nn([C@H]2O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)c1=S,1185.2
5568,CCN(CC)S(=O)(=O)c1ccc2c(c1)cc(C(O)=NCCc1c[nH]c3ccc(OC)cc13)n2C,964.1
5569,Cc1ccc(Nc2c(-c3ccc(N(C)C)cc3)nc3cccc(C)n23)cc1,815.8
5570,O=C(NCc1ccco1)c1ccc(NS(=O)(=O)c2cccc(C(F)(F)F)c2)cc1,817.5
5571,CCN=C(O)c1ccc2nnc(C3CC3)n2c1,590.2
5572,COc1ccc(CN=C(O)C2CCN(S(=O)(=O)c3ccc4c(c3)sc(=O)n4C)CC2)cc1,795.3
5573,CCOc1ccccc1C(O)=N[C@@H]1CCN(c2cc(-c3ccccc3)[nH]n2)C1,684.3
5574,COc1ccc(-c2noc(-c3cccn(CC(=O)Nc4ccc(C#N)cc4)c3=O)n2)cc1OC,779.1
5575,Cc1cc(=O)nc(-c2ccncc2)[nH]1,546.7
5576,COc1ccc(NS(=O)(=O)c2n[nH]cc2C(O)=NCc2ccc(SC)cc2)cc1,806.8
5577,Cc1ccc(CN=C(O)C2(C)CCN(S(=O)(=O)c3ccc(C)c(C)c3)CC2)cc1,1049.7
5578,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,599.0
5579,COCCCN=C(O)C1(c2ccc(N=C(O)c3cccs3)cc2)CC1,745.5
5580,COc1cccc(OC)c1C(=O)N1CCC[C@H]1c1cc(C(C)C)on1,794.5
5581,COc1cc2c(cc1OC)[C@H](COc1cccc(C(F)(F)F)c1)NCC2,586.4
5582,COc1ccc(-c2cn3nc(N4CCC[C@@H](C(=O)N5CCCC5)C4)sc3n2)cc1,981.2
5583,Cc1ccc(NC(=O)Cn2c(C)nc3c(sc4nc(-c5ccccc5)ccc43)c2=O)cc1C,1118.7
5584,COc1cccc(NS(=O)(=O)c2cc3c(s2)CCN(C(=O)C2CC2)C3)c1,801.2
5585,CCCN(C)C(=O)c1cc2c(s1)N(CC1CC1)CCCC2,1158.4
5586,Cc1cc2nc(C)c(=O)n(CCC(O)=NCCc3c[nH]c4ccc(Cl)cc34)c2cc1C,901.6
5587,Fc1ccc([C@@H]2Cn3nnc(-c4nc(-c5cccc(Cl)c5)no4)c3CO2)cc1,1257.3
5588,O=C(c1cccn1-c1cccnc1)N1CCC(C(O)=NC[C@@H]2CCCO2)CC1,602.1
5589,COc1ncccc1CN=C(O)c1ccc(C)nc1,561.7
5590,Cc1[nH]c(C(=O)N2CCC[C@H](C(O)=NCCCN3CCOCC3)C2)c(C)c1C,596.8
5591,Cc1ccc(Cl)cc1N1CCN(C(=O)CCN2C(=O)[C@H]3[C@H]4C=C[C@H](C4)[C@H]3C2=O)CC1,988.9
5592,CC(C)N1CCn2cc(S(=O)(=O)Nc3cccc(Cl)c3)cc2C1=O,805.1
5593,CC1=C(c2ccccc2)S(=O)(=O)N=C1N1CCCN(C(=O)c2ccoc2)CC1,727.7
5594,Cc1nc(CC(=O)N2CCC(C(=N)O)CC2)cs1,645.8
5595,COc1ccc(-c2c(C(=O)O)nnn2-c2ccc(OC)c(OC)c2)cc1,711.8
5596,Cn1nc(C(=O)N2CCC[C@H](C(O)=NC3CC3)C2)c2c1CCN(C(=O)c1ccc(F)cc1)C2,633.0
5597,COc1ccc(N=C(O)Cn2ncc3c(c2=O)N(CC2CC2)C(=O)CS3)cc1Cl,807.6
5598,COc1ccc(-c2nnc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)o2)cc1,736.0
5599,CC1=C(c2cccc(Cl)c2)S(=O)(=O)N=C1N1CCCN(C(O)=NC(C)(C)C)CC1,882.9
5600,O=C(Cn1cccc(S(=O)(=O)N2CCCCCC2)c1=O)N1CCCc2ccccc21,849.9
5601,COc1cccc([C@@H]2Cn3nnc(-c4nc(-c5ccc(OC(F)(F)F)cc5)no4)c3CO2)c1,1308.3
5602,CCOc1ccc(-n2c(-c3ccc(Cl)cc3)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)cc1,1048.6
5603,COc1ccc(NC(=O)Cn2nc3cc(-c4ccccc4)nc(C)n3c2=O)cc1,661.1
5604,Cc1ccc(-c2cc3n(n2)CCCN(C(=O)c2ccoc2)C3)cc1,809.6
5605,COCCN1C(=O)c2ccccc2[C@H](C(O)=NCCc2ccc(OC)cc2)C12CCCC2,806.8
5606,CN(CCc1noc(-c2ccc(F)cc2)n1)C(O)=Nc1ccccc1Cl,982.7
5607,CCOC(=O)c1cc(-c2ccc(S(=O)(=O)N3CCN(c4ccccn4)CC3)s2)on1,809.3
5608,Cc1ccccc1-c1noc(-c2ccc(S(=O)(=O)N3CCCC3)o2)n1,1071.4
5609,CN1CCN(Cc2ccc(C(=O)NCCC3=CCCCC3)cc2)C(=O)C1=O,698.2
5610,COC(=O)Cn1c(C)cc(=O)n2nc(-c3ccccc3C)nc12,761.1
5611,CC(C)OCCCNC(=O)c1nnc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)o1,843.3
5612,CCn1c(-c2cccc(C(O)=NCc3cccs3)c2)nc2cccnc21,733.3
5613,Cc1ccc([C@@]2(C)N=C(O)N=C2O)cc1,603.8
5614,COc1cccc(CNC(=O)c2cc3cn(C4CC4)cc3s2)c1OC,506.8
5615,COCCNC(=O)c1cc2c(=O)n(Cc3ccccc3)ccc2s1,719.2
5616,CCN1CCC(N(Cc2cccs2)C(O)=Nc2cccc(Br)c2)CC1,692.6
5617,CCOCCCN=C(O)c1cn(C)nc1S(=O)(=O)N1CCN(c2ccccc2OCC)CC1,923.4
5618,COc1ccc(S(=O)(=O)c2ccc(=NCc3cccc(OC)c3)[nH]n2)cc1,860.2
5619,O=C(Nc1c(-c2ccc(F)cc2)nc2ccccn12)C1CC1,578.0
5620,O=C(COc1ccc(F)cc1)N1C[C@@H](Oc2ccccc2)C[C@H]1C(O)=NC1CC1,812.8
5621,CCOc1ccc(NC(=O)N2CC[C@H](n3cnnc3C3CC3)C2)cc1,629.6
5622,CCCOC(=O)c1cccc(N=c2nc(C(=O)OCC)[nH]c3ccccc23)c1,954.8
5623,Cc1cc(C)cc(N=C(O)Cn2c(=O)c(CCC(O)=NC3CCCC3)nc3ccccc32)c1,915.8
5624,Cc1nc(CC(O)=Nc2ccc(F)cc2F)cs1,738.9
5625,COc1ccc(NC(=O)c2c(O)c3cccnc3n(-c3ccc(F)cc3)c2=O)cc1Cl,1252.0
5626,CN(C)c1ccc(CN=C(O)C2CCN(c3cncnc3N3CCOCC3)CC2)cc1,544.9
5627,CCN1CCN(C(=O)CC2CCN(C(=O)c3[nH]c(C)c(C(=O)OC(C)C)c3C)CC2)CC1,611.8
5628,CCOC(=O)c1cnc2c(-c3ccc(Cl)cc3)c(CC)nn2c1N,1280.2
5629,COc1cccc(C2(C(=N)O)CC2)c1,687.6
5630,Cc1nn(C)c(C)c1CCN(C)C(=O)[C@@H]1Cn2cccc2C(=O)N1CC(C)C,641.9
5631,Cc1cc(C)cc(N=C(O)Cn2nc3n(c2=O)CCCC3)c1,674.0
5632,CCCn1cc(CCN=C(O)Nc2ccc(Br)cc2)c2cccnc21,834.8
5633,COC(=O)c1ccc(NC(=O)N(Cc2cc(O)nc3ccccc23)CC(C)C)cc1,830.1
5634,CSc1nnc(-c2nn(C)c3c2CN(C(=O)c2ccccc2Cl)CC3)n1C,709.7
5635,Cc1nc(Nc2nc(C)c3ccccc3n2)nc(O)c1Cc1cccc(Cl)c1,930.2
5636,Cc1cc([C@H]2CCCN2C(=O)Cc2cccc(F)c2)no1,789.5
5637,COc1ccc(-c2cn3c(CC(=O)N(Cc4ccco4)C4CCCCC4)csc3n2)cc1OC,890.5
5638,COc1ccc(-c2cc3nn(CC(=O)N4CCC(C)CC4)c(=O)n3c(C)n2)cc1,894.0
5639,O=c1cc(CN2CCc3ccccc32)occ1OCC(O)=NCc1ccc2c(c1)OCO2,780.7
5640,OC(=Nc1c(C(O)=NCCc2ccccc2)[nH]c2ccc(F)cc12)c1ccccc1,997.5
5641,Cc1cc2c(c(=O)n(-c3ccc(F)cc3)c(=O)n2CC(O)=Nc2ccc(F)c(Cl)c2)n1C,853.8
5642,O=S(=O)(c1cccc(F)c1)N1C[C@@H]2CN(C(O)=NCc3ccco3)C[C@H](C1)O2,744.0
5643,CCCCC(O)=Nc1nc(-c2ccc3c(c2)N=C(O)CO3)c(C)s1,839.4
5644,CCCn1ccc2sc(C)c(C(O)=NCC(C)C)c2c1=O,799.6
5645,O=C(O)c1nnn(-c2ccc(F)cc2)c1-c1ccncc1,611.5
5646,Cc1ccc(Oc2nccn3c(=O)n(CC(=O)Nc4ccc(C(C)C)cc4)nc23)cc1,1034.7
5647,COc1cc(OC)cc(C(=O)N2CCN(c3nnc4c(Cl)cccn34)CC2)c1,602.7
5648,OC(Cc1ccc(Cl)cc1)=Nc1cc(-c2ccccn2)no1,850.5
5649,C[C@@H](CC(=O)O)CC(O)=Nc1nc(-c2ccccc2)c(-c2ccccc2)s1,926.7
5650,Clc1ccc(Cc2nc(-c3cccc(-c4cc[nH]n4)c3)no2)cc1,1007.1
5651,CCCCN(CC)CCN=C(O)[C@@H]1CCC(=O)N(c2ccc(OC)cc2)[C@H]1c1ccc(F)cc1,632.9
5652,C[C@@H](O)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,622.0
5653,CCOC(=O)c1cc(S(=O)(=O)N2CCC[C@H]2C(O)=NCc2cccs2)cn1C,822.7
5654,O=C(Cc1ccc(N=C(O)c2ccco2)cc1)N1CCOCC1,593.9
5655,CCCc1noc(-c2nc(-c3ccc(OC)c(OC)c3)no2)n1,1054.3
5656,O=C(Cc1ccc(F)cc1)N1CCN(C(=O)c2nnn3c2CO[C@H](c2ccc(F)cc2)C3)CC1,860.8
5657,Cc1ccc2c(c1)N(S(C)(=O)=O)CC[C@@H](C(O)=Nc1ccccc1C(C)C)O2,1022.1
5658,O=S1(=O)CC[C@@H](N=C(O)CCC2CCN(S(=O)(=O)c3ccccc3F)CC2)C1,685.1
5659,COC(=O)c1ccc(NS(=O)(=O)c2cc3n(c2)CCN(C(C)C)C3=O)cc1,730.7
5660,CC[C@@H]1CN2C=Nc3oc(C)c(C(O)=Nc4cccc(Cl)c4C)c3C2=N1,686.8
5661,CCCn1cc(CCNS(=O)(=O)c2cccc(C#N)c2)c2cccnc21,789.1
5662,O=C1CCCN1CCCN=C(O)c1csc(N2CCN(c3ccccc3)CC2)n1,780.9
5663,C[C@@H]1CCCN(CCCN=C(O)CCCn2c(=O)c3cccn3c3ccc(F)cc32)C1,650.1
5664,O=S1(=O)CC[C@@H](CN=C(O)c2ccc3nsnc3c2)C1,609.1
5665,O=c1c2cc(-c3cccs3)nn2c2ncccc2n1CC(O)=NCc1ccc(Cl)cc1,885.2
5666,CCCC(=O)N1CCCn2nc(-c3cccnc3)cc2C1,577.2
5667,OC(CCc1cc(Cl)no1)=NCCc1noc(C2CC2)n1,692.8
5668,COc1ccc(-n2cc(C(=O)N3CCC(C(=N)O)CC3)nn2)cc1,611.5
5669,CC(C)(C)C1CCC2(CC1)CCN(CCCN1CCOCC1)CC2,619.0
5670,COc1ccc(-c2nnc(N3CCC(C(O)=NCCN4CCCC4)CC3)o2)cc1,590.0
5671,Cc1ccc(C)c(N=C(O)[C@@H]2CCc3nc(N4CCOCC4)ncc3C2)c1,752.9
5672,OC(=NC1CCN(c2nnc3ccccn23)CC1)c1ccc2c(c1)OCO2,628.0
5673,C[C@@H]1CCCN(CC2CCN(S(=O)(=O)c3cc(F)cc(F)c3)CC2)C1,680.8
5674,CC[C@@H](C)N=C(O)c1c(C)oc2ccn(Cc3ccc(F)cc3)c(=O)c12,1042.7
5675,O=C(c1cc(F)ccc1Cl)N1CCc2nc(-c3ccc(F)cc3)ncc2C1,1020.3
5676,O=C(O)c1cccc(-c2ccc(N3CCCCCC3)nc2)c1,627.2
5677,COc1ccc(-c2nnc(-c3cccc(S(=O)(=O)N4CCCCCC4)c3)o2)cc1,1129.2
5678,CCc1nc2c(c(=O)n1CC(O)=NCc1ccccc1F)CN(Cc1ccccc1)CC2,648.8
5679,CCOc1cc(=O)n2c(c1C(O)=Nc1cccc(Br)c1)CCCC2,802.4
5680,CCCn1cc(CCNS(=O)(=O)c2ccc(Cl)cc2)c2cccnc21,891.3
5681,O=C(c1ccc(-c2ccnc(N3CCCCC3)n2)cc1)N1CCC2(CC1)OCCO2,882.3
5682,Cc1cnc(C(=O)N2[C@H]3CC[C@@H]2C[C@@H](N=C(O)c2cnc(C)cn2)C3)cn1,583.6
5683,CCOc1ccccc1N=C(O)N(C)CCc1noc(COc2ccccc2)n1,977.3
5684,COc1cccc(-c2nc3nc(C)c(CCC(O)=NC4CCCCC4)c(C)n3n2)c1,827.3
5685,O=C(Cn1ncc2c3ccccc3n(Cc3ccccc3)c2c1=O)N1CCN(c2ccccn2)CC1,693.0
5686,CCCn1c(=O)c2sc(N3CCCC3)nc2n(CC(O)=NCCC2=CCCCC2)c1=O,997.3
5687,Cc1sc(-c2cc[nH]n2)cc1N=C(O)c1cccc(N(C)C)c1,995.1
5688,Cc1ccccc1-c1noc(-c2cccn(CC(O)=NC3CCCC3)c2=O)n1,831.7
5689,CC(O)=Nc1nc(C)c(CCCOc2ccc([N+](=O)[O-])cc2)c(O)n1,736.9
5690,OC(Cn1c(C(F)(F)F)nc2ccccc21)=NCc1ccc2c(c1)OCCCO2,804.4
5691,CCCCN(C)Cc1nc2nc(C)cc(N3CCOCC3)n2n1,581.5
5692,CN1C(=O)CSc2cnn(CC(=O)N3CCCc4ccccc43)c(=O)c21,725.7
5693,Cc1cc2c(cc1S(=O)(=O)N1CCC[C@@H]1C(O)=NCc1ccc(F)cc1)OCC(=O)N2,712.4
5694,O=C(CCC[C@@H]1[C@H]2CCCN3CCC[C@@H](CN1C(=O)COc1ccc(Cl)cc1)[C@@H]23)N1CCOCC1,625.7
5695,COCCN=C(O)CSc1nccc2c1ccn2Cc1ccccc1,665.9
5696,Cc1ccc2c(=O)c(C(=O)N3CCCC3)cn(CC(O)=NCc3ccc4c(c3)OCO4)c2n1,624.9
5697,CCCN1C(=O)CCc2cc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)ccc21,914.3
5698,COC(=O)c1c(-c2ccc(Cl)cc2)noc1NCCN1CCN(C)CC1,659.8
5699,O=C(c1ncn2c1CO[C@H](c1ccc(Cl)cc1)C2)N1CCC(C(O)=NCCC2=CCCCC2)CC1,910.7
5700,CCc1nc2cc(N3CCC(C(O)=NCCN4CCCC[C@@H]4C)CC3)cnc2nc1CC,604.7
5701,Cc1cc(NC(=O)[C@H]2CCCN(c3nccnc3Oc3ccccc3)C2)ccc1Br,989.3
5702,CCN1CCCn2cc(S(=O)(=O)NCc3ccc(Cl)cc3)cc2C1=O,767.0
5703,Cc1ccc(N=C(O)C2CCN(C(=O)c3ncn4c3CO[C@H](c3ccc(F)cc3)C4)CC2)c(C)c1,832.0
5704,Cc1cc(NC(=O)Cn2nc(C(=O)N3CCOCC3)c3ccccc32)ccc1Br,862.2
5705,O=C(c1ncn2c1CO[C@H](c1ccccc1)C2)N1CCC(C(O)=NCc2ccccn2)CC1,601.5
5706,Cc1nccn1CC(=O)N1CCC[C@@H](OCc2nc(C3CC3)no2)C1,576.6
5707,CC(C)Cn1c(-c2ccccc2)nc2ccccc21,674.8
5708,Cc1ccc(-c2noc(-c3ccccc3S(=O)(=O)N3CCCCC3)n2)cc1,1210.0
5709,COc1cc(OC)cc(C(O)=Nc2nc(-c3ccc4c(c3)N(C)C(=O)[C@H](C)O4)cs2)c1,1044.0
5710,Cc1cc(N2CCOCC2)nc(N2CCN(S(=O)(=O)c3ccc4c(c3)Cc3ccccc3-4)CC2)n1,812.8
5711,CCCN=C(O)c1cnn(-c2cc(-c3nc(C4CC4)no3)ccn2)c1C,910.6
5712,COc1ccc(C2(c3nc(-c4cccc(-c5ccnn5C)c4)no3)CC2)cc1,1151.6
5713,OC(=NC1CCCC1)c1c[nH]c2ncccc12,625.4
5714,CC(C)S(=O)(=O)c1cc2c(cc1N=C(O)c1c(F)cccc1F)n(C)c(=O)n2C,792.4
5715,CO[C@H]1C(=O)N(C2CCN(S(=O)(=O)c3c(C)noc3C)CC2)[C@H]1c1ccncc1,625.1
5716,CCCN1C(=O)CCc2c(C)nc(-c3ccc(C)cc3)nc21,1150.0
5717,OC(=NC1CC1)C1CCN(c2nc3ccc(-c4cccs4)nc3s2)CC1,809.4
5718,COCCn1cc(CCN=C(O)Nc2ccc(Br)cc2F)c2cccnc21,834.2
5719,COCCN1C(=O)[C@@H]2CN(Cc3cccc(OC(F)(F)F)c3)C[C@@H]2C1=O,706.5
5720,CC(C)N=C(O)N1C[C@H](c2nc(-c3ccccc3)no2)C2(CCOCC2)C1,714.8
5721,CC(C)(C)N=C(O)Cc1cccn1-c1ccc(Cl)cc1,994.1
5722,COc1cc(OC)c(N=C(O)N2CCc3nc(-c4ccc(F)cc4)ncc3C2)cc1Cl,1020.7
5723,COc1ccc(N=C(O)CN2CCc3[nH]c4c(C)cc(F)cc4c(=O)c3C2)c(OC)c1,631.1
5724,CCN(CC)C(=O)c1ccc2c(c1)N(CC(O)=Nc1cc(C)cc(C)c1)C(=O)CS2,857.9
5725,CCCN(C)c1nccn2c(=O)n(CC(O)=Nc3ccc4c(c3)OCCO4)nc12,642.1
5726,OC1=NC[C@@H](NC(O)=NCc2ccc(Cl)cc2)C1,591.5
5727,O=S(=O)(c1cccs1)N1CCCC[C@H]1c1nncn1CC1CC1,751.5
5728,Cc1cc2c(cc1S(=O)(=O)N1CCC[C@H]1C(O)=NC[C@H](C)c1ccccc1)OCC(=O)N2,799.0
5729,CCN1CCN(CCN=C(O)c2c(N3CCCC3=O)c3cc(F)ccc3n2CC)CC1,613.7
5730,CCC(=O)N1CCc2c(C(=O)N3CCN(c4cc(C)ccc4C)CC3)cccc21,1035.8
5731,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,810.0
5732,Cc1cc(C)cc(Nc2nc(C)cc3nn(CC(=O)N4CCC(C)CC4)c(=O)n23)c1,1157.0
5733,CCOCCCNS(=O)(=O)c1cccc(-c2nc(-c3ccc(C)cc3)no2)c1,1157.1
5734,COc1ccc2c(c1)[C@@]1(CCN(S(=O)(=O)c3cc(F)ccc3C)C1)C(=O)N2C,997.0
5735,COc1ccc(C2(C(=O)N3CCC[C@@H](c4nc(-c5ccc(N=C(C)O)cc5)no4)C3)CC2)cc1,835.4
5736,COc1ccc(CC(=O)N2CCC3(CC2)C(=O)N(C)c2ccccc23)cc1OC,752.2
5737,CCn1c(=O)c(NCc2cc(F)ccc2F)nc2ccncc21,568.4
5738,CCOC(=O)c1c(C)oc(C)c(C(=O)OCC)c1=O,779.8
5739,OC(=NCc1ccccc1C(F)(F)F)c1cn2nc(Cl)ccc2n1,921.9
5740,CN(CCN=C(O)C1=Cc2ccccc2OC1)C1CCCCC1,674.6
5741,CCCCn1c(=O)c2ccccc2n(Cc2nc(-c3cccc(Cl)c3)no2)c1=O,1249.6
5742,Clc1ccc(Cc2noc(Cc3nc(-c4ccccc4)cs3)n2)cc1,1169.9
5743,OCCCCc1nccc2c1[nH]c1ccccc12,628.5
5744,OC(Cc1ccc(F)cc1)=N[C@H](Cc1ccccc1)C(O)=NCc1cscn1,740.7
5745,Cc1ccc(C)c(N2CCN(C(=O)Cn3nc(C(=O)N4CCCC4)c4ccccc43)CC2)c1,1043.8
5746,CCOc1cccc(CN=c2nc(C)c(C(=O)O)c[nH]2)c1,757.5
5747,CCOC(=O)c1[nH]c(C)c(CN(Cc2ccco2)C(=O)c2ccc3c(c2)OCO3)c1C,935.3
5748,Cc1ccc(C(O)=Nc2ccc3c(c2)Sc2ncccc2C(=O)N3C(C)C)c(C)c1,962.2
5749,COc1ccc(N=C(O)[C@@]2(C)Oc3cccnc3N(C)C2=O)c(OC)c1,814.7
5750,O=C(c1ccc2nc[nH]c2c1)N1CCCN(c2cc(-c3ccc(Cl)cc3)[nH]n2)CC1,619.9
5751,COc1cccc(CN2CC[C@@H](Oc3ccccc3-c3nc(-c4ccncc4)no3)C2)n1,686.0
5752,CC1CCN(c2ccc(-c3cccc(NC(O)=NCc4ccccc4)c3)nn2)CC1,747.2
5753,COc1ccc(-c2nnc(CC(O)=NC[C@@H]3CCCO3)o2)cc1,650.4
5754,Cc1cc(=O)n(CC(O)=Nc2ccc(F)c(F)c2)c(N2CCCC2)n1,671.2
5755,Cc1ccc(-c2coc(-c3ccc(NC(O)=NCCc4ccccc4)cc3)n2)c(C)c1,1258.6
5756,CCOc1ccccc1N=C(O)N1CCC(n2c(C(F)(F)F)nc3cccnc32)CC1,976.5
5757,Cn1c(=O)sc2cc(S(=O)(=O)N3CCC(C(O)=NCCC4=CCCCC4)CC3)ccc21,911.0
5758,COc1ccc(-n2c(CSc3ncccn3)nnc2SCC(O)=NO)cc1,592.4
5759,Cn1cc(C(O)=NCc2cccc(Cl)c2)c(S(=O)(=O)N2CCSCC2)n1,892.3
5760,Cc1sc2ccn(C)c(=O)c2c1C(=O)N1CCN(c2ccccn2)CC1,563.7
5761,CCCN1C(=O)COc2ccc(-c3noc(-c4cccc(C)c4)n3)cc21,1324.2
5762,O=C(c1cn2ccnc(-c3ccccc3)c2n1)N1CCN(C(=O)c2ccco2)CC1,686.3
5763,O=C(NC1(c2nc(-c3cccnc3)no2)CCCCC1)c1nccc2ccccc12,1102.7
5764,OC(Cc1csc2nc(-c3ccccc3)cn12)=NC1CCCCCC1,807.5
5765,CCc1cccc(N2C=C(C(=O)N3CCOCC3)S(=O)(=O)c3ccc(F)cc32)c1,857.6
5766,OC1=N[C@](Cc2ccccc2)(C(O)=NCc2cccc(C(F)(F)F)c2)CCCC1,892.6
5767,CC(C)NC(=O)c1ccc(OCC2CCN(C(=O)c3ccc(N(C)C)cc3)CC2)cc1,816.2
5768,OC(=NCc1cccc(F)c1)c1cn2c(n1)CCCC2,584.1
5769,COc1ccc(C(=O)N2CC[C@@]3(C2)NCc2ccccc2N=C3NC(C)(C)C)cc1F,634.1
5770,O=C(c1nc(C2CC2)nc2c1OCCO2)N1CCC[C@H]1c1cccnc1,642.0
5771,COc1ccc(OC)c(N=C(O)CSc2cc(N3CCN(c4ccccc4F)CC3)ncn2)c1,1181.5
5772,Cc1cc2c(cc1S(=O)(=O)N1CCC[C@H]1C(=O)N(Cc1ccccc1)C(C)C)OCC(=O)N2,836.7
5773,CCN1CCN(CCN=C(O)c2ccc3c(c2)N=C(O)[C@@H]2CCCCN32)CC1,573.5
5774,CCCC(=O)N1CCC[C@H](COc2ccc(C(=O)NC(C)C)cc2)C1,784.0
5775,O=c1ccc(-c2nc(-c3ccncc3)no2)nn1Cc1cccc(Br)c1,918.8
5776,CC(C)N1CCN(C(=O)c2csc(N3CCN(c4ccc(Cl)cc4)CC3)n2)CC1,705.8
5777,CCc1noc(N=C(C)O)c1-c1ccc(C)c(S(=O)(=O)Nc2ccccc2Cl)c1,829.4
5778,CN1CCN(CCCN=C(O)CCCN2C(=O)[C@@H](c3ccccc3)Oc3cccnc32)CC1,594.6
5779,CC(C)n1c(=O)oc2cc(-c3noc(-c4cccc(C#N)c4)n3)ccc21,1087.3
5780,O=C(NCc1ccccc1Cl)C(=O)c1cn(CC(=O)N2CCCC2)c2ccccc12,968.3
5781,COCCO[C@H]1CN(C2CCN(C(=O)c3ccc(C)s3)CC2)C12CCCCC2,656.2
5782,CC(C)N=C(O)N1CCCN(Cc2cccs2)CC1,563.5
5783,Cc1ccc(NS(=O)(=O)c2ccc3c(c2)CCCC(=O)N3)cc1F,763.3
5784,CN(C)c1cc(-n2cccn2)ncn1,666.3
5785,O=S(=O)(CCOc1ccc(F)cc1)Nc1ncccn1,670.0
5786,CCOC(=O)CN=C(O)N1CCCN(C2=NS(=O)(=O)C(c3ccccc3)=C2C)CC1,717.5
5787,COc1cccc(C(O)=NCCCS(=O)(=O)N2CCN(c3ccccc3)CC2)c1OC,810.1
5788,OC1=NC(=Nc2ccc(O)cc2)SC1,539.0
5789,COc1ccc(-c2csc3c(O)nc(N4CCC[C@H](C(O)=NCc5ccco5)C4)nc23)cc1OC,996.5
5790,CCOC(=O)c1ccccc1N=C(O)N1CCN(c2ccc(=O)n(-c3ccccc3)n2)CC1,995.0
5791,CCc1noc(-c2ccnc(-n3cnc(C(O)=NCC4CC4)c3)c2)n1,800.7
5792,Cc1cc(C)c(S(=O)(=O)N2CCC3(CC2)NCCN=C3NCc2ccccc2C)cc1C,814.6
5793,COc1ccc(-c2nnc(N3CCC(C(O)=Nc4ccc(OC)c(OC)c4)CC3)o2)cc1,748.3
5794,CCN(CC)CCn1c(=NCc2ccccc2OC)[nH]c2ccccc21,1129.8
5795,C[C@@H](Cc1ccco1)N=C(O)c1ccc2c(c1)nc1n2CCCCC1,620.1
5796,CCn1ccc(C(=O)N2CCC3(CC2)c2nccn2-c2ccccc2CN3CC(C)C)n1,598.6
5797,Cc1noc(C)c1CNC(O)=NCCc1ccccc1,688.7
5798,CCC(O)=Nc1cc2c(cc1N1CCC(C)CC1)n(C)c(=O)c(=O)n2C,773.3
5799,C=CCN1C(=O)COc2ccc(-c3nc(N=C(O)c4ccccc4C)sc3C)cc21,1048.2
5800,O=C(c1ccccc1[N+](=O)[O-])N1CCN(Cc2nc(-c3ccco3)cs2)CC1,682.2
5801,CCOc1ccc(OCC)c(N=C(O)C(=O)c2ccc[nH]2)c1,1065.6
5802,O=C(NC1CC1)c1nc(C(=O)N2CCN(c3ccccc3F)CC2)cs1,817.7
5803,N=C(O)C1CCN(C(O)=N[C@H]2CC(=O)N(c3ccc(Cl)cc3)C2)CC1,587.0
